1399468518 1 0 0 0 0
1399468777 2 0 0 0 0
1399468843 3 0 0 0 0
1399470763 4 0 0 0 0
1399532324 5 0 0 0 0
1399532340 6 0 0 0 0
1399569999 7 0 0 0 0
1399570011 8 0 0 0 0
1399570168 9 0 0 0 0
1399570172 10 0 0 0 0
1399570361 11 0 0 0 0
1399570364 12 0 0 0 0
1399570982 13 0 0 0 0
1399625495 14 0 0 0 0
1399625500 15 0 0 0 0
1399629037 16 0 0 0 0
1399629043 17 0 0 0 0
1399629164 18 0 0 0 0
1399629170 19 0 0 0 0
1399647050 20 0 0 0 0
1399647156 21 0 0 0 0
1399647161 22 0 0 0 0
1425247041 22 0 0 0 1
1425416234 23 0 0 0 1
1425628878 23 0 0 1 1
1432661748 24 0 0 1 1
1435889479 24 1 0 1 1
1435891135 24 2 0 1 1
1435920152 25 2 0 1 1
1435920647 26 2 0 1 1
1435920698 27 2 0 1 1
1435920787 28 2 0 1 1
1436161403 28 3 0 1 1
1436163969 28 4 0 1 1
1437338741 28 4 1 1 1
1437339118 28 4 2 1 1
1437488265 28 4 3 1 1
1437489080 28 4 4 1 1
1437554058 29 4 4 1 1
1438502826 29 4 5 1 1
1440634633 29 5 5 1 1
1440674819 30 5 5 1 1
1440674876 31 5 5 1 1
1444783705 31 6 5 1 1
1446786051 31 7 5 1 1
1448181229 31 7 6 1 1
1455853183 32 7 6 1 1
1455853395 33 7 6 1 1
1455854192 34 7 6 1 1
1455854242 35 7 6 1 1
1455854277 36 7 6 1 1
1455854385 37 7 6 1 1
