1399468518 157 0 0 0 0
1399468777 159 0 0 0 0
1399468843 164 0 0 0 0
1399470763 180 0 0 0 0
1399532324 254 0 0 0 0
1399532340 255 0 0 0 0
1399569999 312 0 0 0 0
1399570011 313 0 0 0 0
1399570168 316 0 0 0 0
1399570172 317 0 0 0 0
1399570361 319 0 0 0 0
1399570364 320 0 0 0 0
1399570982 321 0 0 0 0
1399625495 348 0 0 0 0
1399625500 349 0 0 0 0
1399629037 387 0 0 0 0
1399629043 388 0 0 0 0
1399629164 393 0 0 0 0
1399629170 394 0 0 0 0
1399647050 394 0 0 0 0
1399647156 400 0 0 0 0
1399647161 401 0 0 0 0
1425247041 401 0 0 0 1
1425416234 401 0 0 0 1
1425628878 401 0 0 1 1
1432661748 401 0 0 1 1
1435889479 401 82 0 1 1
1435891135 401 83 0 1 1
1435920152 401 83 0 1 1
1435920647 406 83 0 1 1
1435920698 407 83 0 1 1
1435920787 408 83 0 1 1
1436161403 408 116 0 1 1
1436163969 408 124 0 1 1
1437338741 408 124 1 1 1
1437339118 408 124 2 1 1
1437488265 408 124 3 1 1
1437489080 408 124 6 1 1
1437554058 408 124 6 1 1
1438502826 408 124 6 1 1
1440634633 408 132 6 1 1
1440674819 409 132 6 1 1
1440674876 410 132 6 1 1
1444783705 410 193 6 1 1
1446786051 410 229 6 1 1
1448181229 410 229 9 1 1
1455853183 412 229 9 1 1
1455853395 413 229 9 1 1
1455854192 417 229 9 1 1
1455854242 423 229 9 1 1
1455854277 427 229 9 1 1
1455854385 428 229 9 1 1
